"CBSA","CBSA Code","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Malone, NY","31660",2017,345,337,8,0,0,0,0,93,42,26,0,146,199,0,0
"Manchester-Nashua, NH","31700",2017,365,342,22,1,0,0,0,101,47,37,1,0,354,10,0
"Manitowoc, WI","31820",2017,237,216,17,4,0,0,0,126,50,38,0,0,237,0,0
"Marietta, OH","31930",2017,245,219,26,0,0,0,0,97,51,41,0,0,245,0,0
"Marshall, MN","32140",2017,360,329,31,0,0,0,0,96,49,32,0,0,215,145,0
"Marshall, TX","32220",2017,363,302,61,0,0,0,0,100,55,39,0,0,200,163,0
"Mason City, IA","32380",2017,233,231,2,0,0,0,0,65,31,15,0,0,0,0,233
"McAlester, OK","32540",2017,357,281,76,0,0,0,0,100,59,40,0,0,228,129,0
"McAllen-Edinburg-Mission, TX","32580",2017,365,281,84,0,0,0,0,95,61,38,0,0,143,222,0
"Medford, OR","32780",2017,365,235,99,16,11,2,2,356,94,41,0,0,108,257,0
"Memphis, TN-MS-AR","32820",2017,365,244,117,3,1,0,0,161,67,44,0,7,202,156,0
"Merced, CA","32900",2017,364,162,168,31,3,0,0,158,100,54,0,0,213,149,2
"Meridian, MS","32940",2017,245,240,5,0,0,0,0,61,45,34,0,0,245,0,0
"Miami, OK","33060",2017,365,255,110,0,0,0,0,93,58,43,0,0,150,214,1
"Miami-Fort Lauderdale-West Palm Beach, FL","33100",2017,358,213,137,8,0,0,0,143,67,47,0,6,88,252,12
"Michigan City-La Porte, IN","33140",2017,282,216,58,8,0,0,0,147,64,40,0,0,235,47,0
"Middlesborough, KY","33180",2017,263,243,20,0,0,0,0,80,49,39,0,0,234,29,0
"Milwaukee-Waukesha-West Allis, WI","33340",2017,365,263,94,8,0,0,0,136,67,42,0,9,214,142,0
"Minneapolis-St. Paul-Bloomington, MN-WI","33460",2017,365,174,190,1,0,0,0,115,72,51,0,6,98,132,129
"Minot, ND","33500",2017,343,323,18,2,0,0,0,135,46,32,0,0,271,63,9
"Missoula, MT","33540",2017,365,111,181,24,14,17,18,593,176,61,0,0,52,313,0
"Mobile, AL","33660",2017,361,297,59,5,0,0,0,139,55,37,0,0,191,170,0
"Modesto, CA","33700",2017,365,156,146,55,8,0,0,185,112,58,0,1,228,128,8
"Monroe, LA","33740",2017,361,340,21,0,0,0,0,81,47,34,0,0,310,51,0
"Monroe, MI","33780",2017,116,100,16,0,0,0,0,86,53,28,0,0,0,115,1
"Montgomery, AL","33860",2017,346,214,129,2,0,1,0,221,63,45,0,0,119,227,0
"Montrose, CO","33940",2017,343,313,30,0,0,0,0,74,50,41,0,0,343,0,0
"Morehead City, NC","33980",2017,341,330,11,0,0,0,0,64,46,35,0,0,341,0,0
"Morgantown, WV","34060",2017,282,256,26,0,0,0,0,90,49,38,0,0,222,60,0
"Morristown, TN","34100",2017,191,148,42,1,0,0,0,101,61,43,0,0,191,0,0
"Moscow, ID","34140",2017,350,321,18,5,4,2,0,246,44,13,0,0,0,350,0
"Moses Lake, WA","34180",2017,365,314,41,4,6,0,0,185,56,21,0,7,0,358,0
"Mount Vernon, IL","34500",2017,365,290,75,0,0,0,0,87,56,41,0,0,191,174,0
"Mount Vernon, OH","34540",2017,245,223,22,0,0,0,0,100,50,38,0,0,245,0,0
"Mount Vernon-Anacortes, WA","34580",2017,365,349,16,0,0,0,0,99,44,32,0,5,218,142,0
"Muncie, IN","34620",2017,280,238,41,1,0,0,0,112,54,39,0,0,226,54,0
"Muscatine, IA","34700",2017,365,269,96,0,0,0,0,77,59,38,0,0,0,361,4
"Muskegon, MI","34740",2017,245,202,38,5,0,0,0,140,67,39,0,0,245,0,0
"Muskogee, OK","34780",2017,268,263,5,0,0,0,0,63,37,20,0,0,0,0,268
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","34820",2017,354,350,4,0,0,0,0,64,44,32,0,0,354,0,0
"Napa, CA","34900",2017,365,230,121,7,5,2,0,249,67,43,1,1,113,250,0
"Naples-Immokalee-Marco Island, FL","34940",2017,357,324,33,0,0,0,0,93,50,36,0,0,225,132,0
"Nashville-Davidson--Murfreesboro--Franklin, TN","34980",2017,365,234,130,1,0,0,0,133,64,45,0,18,138,209,0
"New Castle, IN","35220",2017,120,108,12,0,0,0,0,62,51,28,0,0,0,120,0
"New Castle, PA","35260",2017,364,331,33,0,0,0,0,90,49,34,0,0,364,0,0
"New Haven-Milford, CT","35300",2017,365,287,66,8,4,0,0,179,61,40,0,38,222,105,0
"New Orleans-Metairie, LA","35380",2017,365,270,93,2,0,0,0,129,64,44,0,3,183,179,0
"New York-Newark-Jersey City, NY-NJ-PA","35620",2017,365,154,192,17,2,0,0,159,82,52,0,53,120,192,0
"Niles-Benton Harbor, MI","35660",2017,283,226,54,3,0,0,0,112,64,39,0,0,231,52,0
"Nogales, AZ","35700",2017,365,276,85,2,2,0,0,186,61,33,0,0,0,181,184
"North Port-Sarasota-Bradenton, FL","35840",2017,365,286,77,2,0,0,0,133,58,41,0,0,227,138,0
"Norwich-New London, CT","35980",2017,348,312,28,6,2,0,0,161,51,34,0,0,203,145,0
"Ocala, FL","36100",2017,351,302,48,1,0,0,0,101,52,38,0,0,219,132,0
"Odessa, TX","36220",2017,350,337,13,0,0,0,0,94,42,26,0,0,0,350,0
"Ogden-Clearfield, UT","36260",2017,365,178,150,35,2,0,0,162,101,51,0,36,248,78,3
"Oklahoma City, OK","36420",2017,365,227,131,7,0,0,0,119,72,47,0,17,221,127,0
"Olympia-Tumwater, WA","36500",2017,363,308,51,2,2,0,0,156,57,30,0,0,134,229,0
"Omaha-Council Bluffs, NE-IA","36540",2017,365,211,154,0,0,0,0,96,65,47,0,0,133,188,44
"Orlando-Kissimmee-Sanford, FL","36740",2017,365,268,94,3,0,0,0,147,63,43,0,13,222,129,1
"Othello, WA","36830",2017,357,329,17,5,6,0,0,190,40,13,0,0,0,357,0
"Owensboro, KY","36980",2017,364,246,118,0,0,0,0,93,61,43,0,11,123,230,0
"Oxford, NC","37080",2017,243,210,33,0,0,0,0,93,51,43,0,0,243,0,0
"Oxnard-Thousand Oaks-Ventura, CA","37100",2017,365,164,168,20,8,3,2,537,100,53,0,0,250,107,8
"Paducah, KY-IL","37140",2017,365,265,99,1,0,0,0,111,62,43,0,10,150,205,0
"Pahrump, NV","37220",2017,365,346,15,3,1,0,0,167,37,19,0,0,0,0,365
"Palatka, FL","37260",2017,344,342,2,0,0,0,0,53,27,15,0,0,0,0,344
"Palm Bay-Melbourne-Titusville, FL","37340",2017,352,315,37,0,0,0,0,97,51,39,0,0,243,109,0
"Panama City, FL","37460",2017,365,303,62,0,0,0,0,96,57,40,0,0,217,148,0
"Parkersburg-Vienna, WV","37620",2017,283,253,30,0,0,0,0,84,51,39,0,0,219,64,0
"Payson, AZ","37740",2017,365,247,109,8,1,0,0,161,74,44,0,0,320,1,44
"Pensacola-Ferry Pass-Brent, FL","37860",2017,365,281,81,3,0,0,0,115,59,43,0,0,228,137,0
"Peoria, IL","37900",2017,365,258,104,3,0,0,0,115,64,44,0,0,212,153,0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","37980",2017,365,126,218,19,2,0,0,166,81,55,0,3,118,243,1
"Phoenix-Mesa-Scottsdale, AZ","38060",2017,365,32,238,82,11,1,1,365,123,84,0,12,135,58,160
"Pierre, SD","38180",2017,356,349,7,0,0,0,0,98,29,12,0,0,0,356,0
"Pittsburgh, PA","38300",2017,365,95,251,18,1,0,0,164,87,59,0,0,94,270,1
"Pittsfield, MA","38340",2017,346,298,48,0,0,0,0,86,53,35,0,0,0,346,0
"Platteville, WI","38420",2017,346,312,34,0,0,0,0,87,50,25,0,0,0,346,0
"Pocatello, ID","38540",2017,365,273,86,3,3,0,0,163,65,30,0,0,0,324,41
"Ponca City, OK","38620",2017,365,237,128,0,0,0,0,90,61,45,0,0,118,247,0
"Ponce, PR","38660",2017,249,202,46,0,0,1,0,234,56,29,12,0,0,61,176
"Port Angeles, WA","38820",2017,365,293,64,4,4,0,0,178,60,38,0,0,214,151,0
"Port St. Lucie, FL","38940",2017,356,310,45,1,0,0,0,115,52,39,0,0,223,133,0
"Portland-South Portland, ME","38860",2017,365,318,45,1,1,0,0,159,54,38,0,19,259,84,3
"Portland-Vancouver-Hillsboro, OR-WA","38900",2017,365,267,82,10,5,1,0,212,76,40,0,18,193,154,0
"Portsmouth, OH","39020",2017,365,358,7,0,0,0,0,67,30,13,0,0,0,96,269
"Prescott, AZ","39140",2017,340,231,104,5,0,0,0,119,74,46,0,0,326,14,0
"Price, UT","39220",2017,364,262,102,0,0,0,0,90,67,45,0,28,336,0,0
"Prineville, OR","39260",2017,357,260,81,8,8,0,0,199,75,26,0,0,0,357,0
"Providence-Warwick, RI-MA","39300",2017,365,261,97,5,2,0,0,151,62,43,0,17,203,145,0
"Provo-Orem, UT","39340",2017,365,183,168,11,3,0,0,161,84,50,0,29,255,76,5
"Pueblo, CO","39380",2017,125,120,3,2,0,0,0,108,37,22,0,0,0,91,34
"Pullman, WA","39420",2017,365,328,27,5,5,0,0,192,52,18,0,0,0,365,0
"Quincy, IL-MO","39500",2017,244,213,30,1,0,0,0,115,54,41,0,0,244,0,0
"Racine, WI","39540",2017,230,176,43,11,0,0,0,143,84,42,0,0,230,0,0
"Raleigh, NC","39580",2017,365,242,123,0,0,0,0,100,61,45,0,4,162,199,0
"Rapid City, SD","39660",2017,365,276,84,4,1,0,0,159,61,44,0,0,263,57,45
"Reading, PA","39740",2017,365,246,114,5,0,0,0,122,67,44,0,0,213,152,0
"Red Bluff, CA","39780",2017,365,262,94,6,3,0,0,167,77,40,0,0,302,63,0
"Red Wing, MN","39860",2017,244,230,14,0,0,0,0,80,48,34,0,0,244,0,0
"Redding, CA","39820",2017,365,263,88,12,2,0,0,157,84,44,0,0,354,11,0
"Reno, NV","39900",2017,365,202,159,4,0,0,0,126,76,49,0,8,273,73,11
"Richmond, VA","40060",2017,365,285,79,0,1,0,0,154,58,42,0,8,229,128,0
"Richmond-Berea, KY","40080",2017,113,103,10,0,0,0,0,69,49,29,0,0,0,113,0
"Riverside-San Bernardino-Ontario, CA","40140",2017,365,25,166,94,53,25,2,366,190,98,0,17,221,96,31
"Riverton, WY","40180",2017,365,261,102,2,0,0,0,118,64,47,0,0,324,41,0
"Roanoke, VA","40220",2017,365,325,40,0,0,0,0,80,51,38,0,10,201,154,0
"Rochester, MN","40340",2017,365,312,53,0,0,0,0,87,54,37,0,0,206,159,0
"Rochester, NY","40380",2017,365,310,52,3,0,0,0,112,53,39,0,1,250,114,0
"Rock Springs, WY","40540",2017,365,260,100,2,2,1,0,264,65,46,0,1,321,7,36
"Rockford, IL","40420",2017,354,317,37,0,0,0,0,87,51,35,0,0,311,43,0
"Rockland, ME","40500",2017,215,205,7,3,0,0,0,143,45,35,0,0,215,0,0
"Rocky Mount, NC","40580",2017,362,319,43,0,0,0,0,80,51,37,0,0,199,163,0
"Rome, GA","40660",2017,303,187,116,0,0,0,0,78,59,44,0,0,0,303,0
"Roseburg, OR","40700",2017,359,303,49,4,3,0,0,166,57,22,0,0,0,359,0
"Roswell, NM","40740",2017,119,115,3,1,0,0,0,112,33,18,0,0,0,119,0
"Ruidoso, NM","40760",2017,111,110,1,0,0,0,0,51,23,11,0,0,0,111,0
"Rutland, VT","40860",2017,365,311,54,0,0,0,0,87,55,36,2,3,232,128,0
"Sacramento--Roseville--Arden-Arcade, CA","40900",2017,365,137,172,53,3,0,0,164,107,60,0,1,231,129,4
"Salem, OH","41400",2017,61,61,0,0,0,0,0,26,20,14,0,0,0,0,61
"Salem, OR","41420",2017,362,303,50,9,0,0,0,150,58,30,0,0,141,221,0
"Salinas, CA","41500",2017,365,304,60,1,0,0,0,121,54,39,0,0,232,75,58
"Salisbury, MD-DE","41540",2017,365,306,58,1,0,0,0,119,57,41,0,0,269,96,0
"Salt Lake City, UT","41620",2017,365,145,172,47,1,0,0,155,105,58,0,11,258,93,3
"San Antonio-New Braunfels, TX","41700",2017,363,265,92,4,2,0,0,188,67,43,1,6,211,145,0
"San Diego-Carlsbad, CA","41740",2017,365,83,220,56,6,0,0,174,112,65,0,3,242,120,0
"San Francisco-Oakland-Hayward, CA","41860",2017,365,169,180,8,7,1,0,205,78,52,0,18,103,244,0
"San Jose-Sunnyvale-Santa Clara, CA","41940",2017,365,224,129,9,3,0,0,182,75,45,0,7,225,131,2
"San Juan-Carolina-Caguas, PR","41980",2017,255,136,112,6,1,0,0,151,76,47,4,57,47,147,0
"San Luis Obispo-Paso Robles-Arroyo Grande, CA","42020",2017,365,143,214,8,0,0,0,133,80,54,0,0,211,111,43
"Sandpoint, ID","41760",2017,362,287,63,7,0,5,0,252,64,28,0,0,0,341,21
"Sanford, NC","41820",2017,360,276,84,0,0,0,0,97,58,43,0,0,211,149,0
"Santa Cruz-Watsonville, CA","42100",2017,365,312,49,4,0,0,0,130,56,35,0,0,228,137,0
"Santa Fe, NM","42140",2017,365,285,80,0,0,0,0,100,61,44,0,0,354,11,0
"Santa Maria-Santa Barbara, CA","42200",2017,365,247,101,6,9,2,0,281,74,44,0,0,253,98,14
"Santa Rosa, CA","42220",2017,365,311,49,2,3,0,0,165,55,38,0,0,249,114,2
"Sault Ste. Marie, MI","42300",2017,307,287,20,0,0,0,0,87,46,33,0,0,150,157,0
"Savannah, GA","42340",2017,363,299,64,0,0,0,0,77,55,37,0,0,108,255,0
"Sayre, PA","42380",2017,362,316,46,0,0,0,0,74,52,37,0,0,213,149,0
"Scottsbluff, NE","42420",2017,113,95,17,1,0,0,0,142,54,23,0,0,0,113,0
"Scranton--Wilkes-Barre--Hazleton, PA","42540",2017,365,285,80,0,0,0,0,90,56,41,0,18,200,147,0
"Seattle-Tacoma-Bellevue, WA","42660",2017,365,222,119,13,10,1,0,202,89,47,0,24,179,162,0
"Sebastian-Vero Beach, FL","42680",2017,302,274,27,1,0,0,0,101,50,38,0,0,302,0,0
"Sebring, FL","42700",2017,334,319,15,0,0,0,0,90,46,32,0,0,334,0,0
"Seneca, SC","42860",2017,360,329,31,0,0,0,0,84,50,37,0,0,300,60,0
"Sevierville, TN","42940",2017,364,301,63,0,0,0,0,90,61,44,0,0,364,0,0
"Seymour, IN","42980",2017,226,206,20,0,0,0,0,93,50,40,0,0,226,0,0
"Sheboygan, WI","43100",2017,245,192,40,13,0,0,0,129,71,41,0,0,245,0,0
"Shelton, WA","43220",2017,363,325,36,1,1,0,0,155,51,19,0,0,0,363,0
"Sheridan, WY","43260",2017,365,259,102,3,1,0,0,155,67,42,0,1,269,50,45
"Show Low, AZ","43320",2017,365,279,85,1,0,0,0,101,64,44,0,0,350,0,15
"Shreveport-Bossier City, LA","43340",2017,365,272,93,0,0,0,0,100,61,41,0,0,232,133,0
"Sierra Vista-Douglas, AZ","43420",2017,365,255,108,2,0,0,0,111,71,44,0,0,302,10,53
"Sioux City, IA-NE-SD","43580",2017,365,308,57,0,0,0,0,100,55,38,0,0,261,100,4
"Sioux Falls, SD","43620",2017,365,318,47,0,0,0,0,97,53,35,0,4,264,89,8
"Somerset, KY","43700",2017,282,261,21,0,0,0,0,77,48,39,0,0,225,57,0
"Somerset, PA","43740",2017,363,342,21,0,0,0,0,97,47,36,0,0,363,0,0
"Sonora, CA","43760",2017,362,231,106,25,0,0,0,143,93,44,0,0,362,0,0
"South Bend-Mishawaka, IN-MI","43780",2017,365,268,90,7,0,0,0,133,63,40,0,19,244,102,0
"Spartanburg, SC","43900",2017,351,271,79,1,0,0,0,108,58,43,0,0,179,172,0
"Spokane-Spokane Valley, WA","44060",2017,365,211,135,10,6,3,0,254,75,46,0,0,108,241,16
"Springfield, IL","44100",2017,364,298,64,2,0,0,0,115,58,40,0,0,279,85,0
"Springfield, MA","44140",2017,365,299,61,5,0,0,0,122,58,40,0,5,275,85,0
"Springfield, MO","44180",2017,365,308,57,0,0,0,0,80,54,40,0,0,200,149,16
"Springfield, OH","44220",2017,365,266,97,2,0,0,0,105,63,41,0,0,184,181,0
"St. Cloud, MN","41060",2017,365,329,36,0,0,0,0,87,50,33,0,0,200,165,0
"St. George, UT","41100",2017,365,261,103,1,0,0,0,101,71,44,0,0,356,9,0
"St. Joseph, MO-KS","41140",2017,365,254,109,2,0,0,0,109,61,43,0,0,165,154,46
"St. Louis, MO-IL","41180",2017,365,169,184,11,1,0,0,159,84,52,0,12,172,164,17
"St. Marys, PA","41260",2017,342,326,16,0,0,0,0,90,47,35,0,0,342,0,0
"State College, PA","44300",2017,365,253,112,0,0,0,0,100,61,45,0,0,204,161,0
"Steamboat Springs, CO","44460",2017,342,333,9,0,0,0,0,62,31,15,0,0,0,0,342
"Stockton-Lodi, CA","44700",2017,365,185,147,33,0,0,0,146,100,50,0,3,198,149,15
"Summerville, GA","44900",2017,240,232,8,0,0,0,0,64,45,36,0,0,240,0,0
"Syracuse, NY","45060",2017,365,338,27,0,0,0,0,93,48,36,0,0,317,48,0
"Tahlequah, OK","45140",2017,280,261,19,0,0,0,0,71,49,39,0,0,280,0,0
"Talladega-Sylacauga, AL","45180",2017,116,92,24,0,0,0,0,70,55,33,0,0,0,116,0
"Tallahassee, FL","45220",2017,363,258,105,0,0,0,0,92,60,41,2,0,133,228,0
"Tampa-St. Petersburg-Clearwater, FL","45300",2017,365,254,108,3,0,0,0,150,64,45,0,0,205,159,1
"Taos, NM","45340",2017,352,344,8,0,0,0,0,58,28,12,0,0,0,352,0
"Terre Haute, IN","45460",2017,365,229,134,2,0,0,0,105,64,46,0,0,161,204,0
"Texarkana, TX-AR","45500",2017,360,297,63,0,0,0,0,72,53,37,0,0,0,360,0
"The Dalles, OR","45520",2017,364,282,66,7,8,1,0,253,68,35,0,0,121,243,0
"Toledo, OH","45780",2017,362,279,79,4,0,0,0,126,64,41,0,0,194,168,0
"Topeka, KS","45820",2017,361,299,62,0,0,0,0,93,58,39,0,0,233,126,2
"Torrington, CT","45860",2017,365,335,28,2,0,0,0,122,49,36,4,0,313,45,3
"Traverse City, MI","45900",2017,244,216,26,2,0,0,0,112,54,39,0,0,244,0,0
"Trenton, NJ","45940",2017,365,279,82,4,0,0,0,133,61,40,0,0,219,146,0
"Truckee-Grass Valley, CA","46020",2017,365,200,84,62,19,0,0,185,133,49,0,0,353,12,0
"Tucson, AZ","46060",2017,365,145,213,7,0,0,0,122,80,53,0,0,207,36,122
"Tulsa, OK","46140",2017,365,192,171,2,0,0,0,108,68,49,0,0,192,173,0
"Tupelo, MS","46180",2017,225,217,8,0,0,0,0,61,48,37,0,0,225,0,0
"Tuscaloosa, AL","46220",2017,350,165,184,1,0,0,0,123,67,52,0,0,64,286,0
"Twin Falls, ID","46300",2017,338,267,64,6,1,0,0,153,64,32,0,0,0,338,0
"Tyler, TX","46340",2017,364,336,28,0,0,0,0,90,49,37,0,8,356,0,0
"Ukiah, CA","46380",2017,365,273,84,7,1,0,0,188,66,39,0,0,185,176,4
"Urban Honolulu, HI","46520",2017,365,355,10,0,0,0,0,64,42,29,1,8,287,69,0
"Utica-Rome, NY","46540",2017,365,345,20,0,0,0,0,77,44,32,0,0,255,110,0
"Valdosta, GA","46660",2017,317,235,81,0,1,0,0,151,58,38,0,0,0,317,0
"Vallejo-Fairfield, CA","46700",2017,365,244,111,5,5,0,0,175,71,44,0,3,199,163,0
"Vernal, UT","46860",2017,365,208,146,3,6,2,0,206,74,49,0,0,353,12,0
"Victoria, TX","47020",2017,356,332,24,0,0,0,0,93,47,33,0,0,356,0,0
"Vincennes, IN","47180",2017,355,323,32,0,0,0,0,100,50,36,0,0,355,0,0
"Vineland-Bridgeton, NJ","47220",2017,364,316,48,0,0,0,0,84,54,36,0,20,236,108,0
"Vineyard Haven, MA","47240",2017,359,341,14,2,2,0,0,177,46,37,0,0,353,6,0
"Virginia Beach-Norfolk-Newport News, VA-NC","47260",2017,365,317,48,0,0,0,0,97,53,39,0,42,225,98,0
"Visalia-Porterville, CA","47300",2017,365,93,145,96,31,0,0,168,147,80,0,1,236,119,9
"Wabash, IN","47340",2017,332,302,29,1,0,0,0,105,50,35,0,0,332,0,0
"Waco, TX","47380",2017,193,172,20,1,0,0,0,112,51,38,1,2,173,17,0
"Walla Walla, WA","47460",2017,365,298,55,9,3,0,0,198,60,23,0,0,0,344,21
"Walterboro, SC","47500",2017,357,309,48,0,0,0,0,82,52,36,0,0,184,173,0
"Warner Robins, GA","47580",2017,330,265,65,0,0,0,0,92,56,35,0,0,0,330,0
"Washington Court House, OH","47920",2017,357,326,30,1,0,0,0,115,49,35,0,0,357,0,0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","47900",2017,365,147,210,8,0,0,0,133,74,53,0,24,164,177,0
"Waterloo-Cedar Falls, IA","47940",2017,363,231,132,0,0,0,0,93,64,46,0,0,78,285,0
"Watertown, SD","47980",2017,364,329,35,0,0,0,0,80,50,31,0,0,0,287,77
"Watertown-Fort Atkinson, WI","48020",2017,245,214,31,0,0,0,0,90,54,39,0,0,245,0,0
"Watertown-Fort Drum, NY","48060",2017,326,309,15,2,0,0,0,101,46,34,0,0,326,0,0
"Wausau, WI","48140",2017,237,223,14,0,0,0,0,90,47,36,0,0,237,0,0
"Weatherford, OK","48220",2017,305,302,3,0,0,0,0,88,30,17,0,0,0,0,305
"Weirton-Steubenville, WV-OH","48260",2017,365,185,180,0,0,0,0,98,68,50,0,0,103,256,6
"Wenatchee, WA","48300",2017,365,282,62,9,9,3,0,269,69,28,0,0,0,365,0
"Wheeling, WV-OH","48540",2017,365,211,154,0,0,0,0,87,65,48,0,0,93,271,1
"Whitewater-Elkhorn, WI","48580",2017,243,219,24,0,0,0,0,90,50,39,0,0,243,0,0
"Wichita, KS","48620",2017,365,268,97,0,0,0,0,100,61,43,0,6,221,52,86
"Williamsport, PA","48700",2017,364,343,21,0,0,0,0,84,46,33,0,0,329,0,35
"Williston, ND","48780",2017,362,325,35,2,0,0,0,131,51,35,0,0,284,74,4
"Wilmington, NC","48900",2017,356,331,25,0,0,0,0,67,49,34,0,0,178,178,0
"Wilmington, OH","48940",2017,245,206,36,3,0,0,0,143,61,42,0,0,245,0,0
"Winchester, VA-WV","49020",2017,345,304,41,0,0,0,0,80,52,38,0,0,186,158,1
"Winona, MN","49100",2017,119,113,6,0,0,0,0,60,41,17,0,0,0,119,0
"Winston-Salem, NC","49180",2017,365,256,109,0,0,0,0,100,62,44,0,9,194,162,0
"Worcester, MA-CT","49340",2017,365,323,37,5,0,0,0,143,53,38,0,20,283,62,0
"Yakima, WA","49420",2017,365,233,103,21,5,3,0,283,95,36,0,0,0,347,18
"York-Hanover, PA","49620",2017,365,267,98,0,0,0,0,93,61,43,0,14,211,140,0
"Youngstown-Warren-Boardman, OH-PA","49660",2017,365,191,170,4,0,0,0,115,67,50,0,0,122,243,0
"Yuba City, CA","49700",2017,365,181,175,9,0,0,0,130,82,51,0,0,172,189,4
"Yuma, AZ","49740",2017,365,241,110,12,1,1,0,235,72,45,0,0,209,50,106
