"CBSA","CBSA Code","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Madera, CA","31460",2013,365,66,225,64,10,0,0,190,119,71,0,0,191,167,7
"Madison, WI","31540",2013,365,236,128,1,0,0,0,101,66,44,0,0,157,208,0
"Malone, NY","31660",2013,347,339,7,1,0,0,0,129,43,24,0,155,192,0,0
"Manchester-Nashua, NH","31700",2013,365,309,55,1,0,0,0,112,54,38,1,0,314,50,0
"Manhattan, KS","31740",2013,91,86,5,0,0,0,0,71,44,35,0,0,91,0,0
"Manitowoc, WI","31820",2013,209,153,50,6,0,0,0,126,71,41,0,1,208,0,0
"Marietta, OH","31930",2013,213,192,20,1,0,0,0,112,50,41,0,0,213,0,0
"Marion, NC","32000",2013,347,306,41,0,0,0,0,68,52,30,0,0,0,347,0
"Marshall, MN","32140",2013,365,291,72,2,0,0,0,101,61,37,0,0,173,192,0
"Marshall, TX","32220",2013,365,263,99,3,0,0,0,108,64,41,0,0,214,151,0
"Mason City, IA","32380",2013,334,332,2,0,0,0,0,60,33,18,0,0,0,0,334
"Mayaguez, PR","32420",2013,81,80,1,0,0,0,0,55,36,20,0,0,0,81,0
"McAlester, OK","32540",2013,363,234,122,7,0,0,0,108,67,45,0,0,212,151,0
"McAllen-Edinburg-Mission, TX","32580",2013,365,283,81,1,0,0,0,106,65,38,0,0,152,208,5
"Medford, OR","32780",2013,365,198,144,12,9,2,0,238,92,48,0,0,97,268,0
"Memphis, TN-MS-AR","32820",2013,365,224,136,5,0,0,0,122,72,45,0,2,177,186,0
"Merced, CA","32900",2013,364,139,177,43,5,0,0,164,112,58,0,1,198,162,3
"Meridian, MS","32940",2013,242,232,10,0,0,0,0,80,46,33,0,0,242,0,0
"Miami, OK","33060",2013,364,276,87,1,0,0,0,108,62,39,0,0,150,204,10
"Miami-Fort Lauderdale-West Palm Beach, FL","33100",2013,365,271,89,5,0,0,0,119,64,42,0,4,145,216,0
"Michigan City-La Porte, IN","33140",2013,242,166,74,2,0,0,0,126,68,45,0,0,171,71,0
"Middlesborough, KY","33180",2013,264,239,25,0,0,0,0,80,50,39,0,0,222,42,0
"Milwaukee-Waukesha-West Allis, WI","33340",2013,365,206,155,4,0,0,0,112,74,48,0,4,142,218,1
"Minneapolis-St. Paul-Bloomington, MN-WI","33460",2013,365,225,137,3,0,0,0,126,70,46,0,14,163,176,12
"Missoula, MT","33540",2013,365,156,185,18,6,0,0,163,89,55,0,0,98,267,0
"Mobile, AL","33660",2013,285,248,37,0,0,0,0,90,54,39,0,0,215,66,4
"Modesto, CA","33700",2013,365,142,158,54,11,0,0,165,118,61,0,1,218,145,1
"Monroe, LA","33740",2013,365,102,262,1,0,0,0,120,73,56,0,0,37,328,0
"Monroe, MI","33780",2013,116,86,30,0,0,0,0,69,58,35,0,0,0,116,0
"Montgomery, AL","33860",2013,285,240,45,0,0,0,0,87,57,40,0,0,196,89,0
"Morehead City, NC","33980",2013,325,311,14,0,0,0,0,93,45,34,0,0,325,0,0
"Morgantown, WV","34060",2013,248,211,36,1,0,0,0,115,54,39,0,0,156,92,0
"Morristown, TN","34100",2013,242,197,43,2,0,0,0,101,61,43,0,0,242,0,0
"Moscow, ID","34140",2013,34,34,0,0,0,0,0,27,17,10,0,0,0,34,0
"Moses Lake, WA","34180",2013,337,294,43,0,0,0,0,85,53,24,0,0,0,337,0
"Mount Vernon, IL","34500",2013,210,175,35,0,0,0,0,87,61,41,0,0,210,0,0
"Mount Vernon, OH","34540",2013,214,182,30,2,0,0,0,108,58,40,0,0,214,0,0
"Mount Vernon-Anacortes, WA","34580",2013,365,344,21,0,0,0,0,60,46,32,0,3,173,189,0
"Muncie, IN","34620",2013,239,197,42,0,0,0,0,87,57,39,0,0,151,88,0
"Muscatine, IA","34700",2013,365,175,185,5,0,0,0,135,70,52,0,0,0,365,0
"Muskegon, MI","34740",2013,210,149,55,6,0,0,0,126,74,42,0,0,171,39,0
"Muskogee, OK","34780",2013,363,347,16,0,0,0,0,69,40,19,0,0,0,0,363
"Napa, CA","34900",2013,365,218,144,3,0,0,0,119,70,44,0,4,129,232,0
"Naples-Immokalee-Marco Island, FL","34940",2013,365,318,47,0,0,0,0,74,52,34,0,0,204,161,0
"Nashville-Davidson--Murfreesboro--Franklin, TN","34980",2013,365,226,138,1,0,0,0,101,64,47,0,1,150,214,0
"New Castle, IN","35220",2013,120,85,35,0,0,0,0,85,59,37,0,0,0,120,0
"New Castle, PA","35260",2013,365,339,23,3,0,0,0,136,49,34,0,0,328,0,37
"New Haven-Milford, CT","35300",2013,365,182,168,12,3,0,0,159,80,51,0,7,148,210,0
"New Orleans-Metairie, LA","35380",2013,365,240,120,4,1,0,0,154,64,44,0,2,185,176,2
"New York-Newark-Jersey City, NY-NJ-PA","35620",2013,365,151,193,18,3,0,0,159,90,54,0,45,137,183,0
"Niles-Benton Harbor, MI","35660",2013,240,172,63,5,0,0,0,126,77,42,0,0,174,66,0
"Nogales, AZ","35700",2013,344,253,86,3,2,0,0,159,64,36,0,0,0,122,222
"North Port-Sarasota-Bradenton, FL","35840",2013,365,295,66,4,0,0,0,122,58,40,0,0,224,141,0
"Norwich-New London, CT","35980",2013,349,225,117,4,3,0,0,164,64,46,0,0,103,246,0
"Ocala, FL","36100",2013,365,306,59,0,0,0,0,90,54,37,0,0,181,184,0
"Odessa, TX","36220",2013,365,318,46,1,0,0,0,112,53,30,0,0,0,365,0
"Ogden-Clearfield, UT","36260",2013,365,160,161,39,5,0,0,162,109,54,0,14,204,145,2
"Oklahoma City, OK","36420",2013,365,201,156,8,0,0,0,147,77,48,0,18,220,127,0
"Olympia-Tumwater, WA","36500",2013,364,289,72,3,0,0,0,132,62,32,0,0,141,223,0
"Omaha-Council Bluffs, NE-IA","36540",2013,365,194,167,4,0,0,0,128,71,49,0,0,128,163,74
"Orlando-Kissimmee-Sanford, FL","36740",2013,365,310,52,3,0,0,0,112,56,39,0,0,256,109,0
"Othello, WA","36830",2013,342,333,9,0,0,0,0,59,30,15,0,0,0,342,0
"Owensboro, KY","36980",2013,365,272,92,1,0,0,0,110,63,42,0,23,177,165,0
"Oxford, NC","37080",2013,214,191,23,0,0,0,0,93,51,38,0,0,214,0,0
"Oxnard-Thousand Oaks-Ventura, CA","37100",2013,365,182,172,10,1,0,0,159,77,51,0,6,234,120,5
"Paducah, KY-IL","37140",2013,365,281,83,1,0,0,0,108,60,39,0,27,185,151,2
"Pahrump, NV","37220",2013,365,352,12,1,0,0,0,133,34,18,0,0,0,0,365
"Palatka, FL","37260",2013,364,364,0,0,0,0,0,50,21,14,0,0,0,0,364
"Palm Bay-Melbourne-Titusville, FL","37340",2013,365,327,38,0,0,0,0,93,51,37,0,0,290,75,0
"Panama City, FL","37460",2013,364,310,52,2,0,0,0,144,55,38,0,0,199,165,0
"Parkersburg-Vienna, WV","37620",2013,257,213,42,2,0,0,0,112,56,41,0,0,185,72,0
"Payson, AZ","37740",2013,365,197,156,11,0,1,0,276,84,49,0,0,200,0,165
"Pensacola-Ferry Pass-Brent, FL","37860",2013,365,280,84,1,0,0,0,101,58,41,0,0,188,177,0
"Peoria, IL","37900",2013,365,246,119,0,0,0,0,97,62,44,0,0,177,188,0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","37980",2013,365,103,243,19,0,0,0,143,87,57,0,4,103,256,2
"Phoenix-Mesa-Scottsdale, AZ","38060",2013,365,30,230,77,20,5,3,902,138,80,0,14,123,67,161
"Pittsburgh, PA","38300",2013,365,120,227,17,1,0,0,190,84,57,0,1,103,261,0
"Pittsfield, MA","38340",2013,364,227,133,4,0,0,0,119,69,45,0,0,84,280,0
"Platteville, WI","38420",2013,356,287,69,0,0,0,0,76,59,32,0,0,0,356,0
"Pocatello, ID","38540",2013,365,300,63,2,0,0,0,130,61,31,0,0,0,257,108
"Ponca City, OK","38620",2013,365,219,142,4,0,0,0,115,71,46,0,0,163,202,0
"Ponce, PR","38660",2013,363,346,17,0,0,0,0,61,45,26,48,0,0,47,268
"Port Angeles, WA","38820",2013,365,323,42,0,0,0,0,83,53,35,0,0,235,130,0
"Port St. Lucie, FL","38940",2013,352,323,29,0,0,0,0,76,46,29,0,0,0,352,0
"Portland-South Portland, ME","38860",2013,365,280,78,7,0,0,0,147,63,41,0,14,215,134,2
"Portland-Vancouver-Hillsboro, OR-WA","38900",2013,365,234,114,13,4,0,0,157,76,41,0,4,174,187,0
"Portsmouth, OH","39020",2013,365,342,23,0,0,0,0,75,48,19,0,0,0,117,248
"Prescott, AZ","39140",2013,288,226,61,1,0,0,0,101,64,44,0,0,245,41,2
"Price, UT","39220",2013,362,252,108,2,0,0,0,115,67,44,0,35,327,0,0
"Prineville, OR","39260",2013,365,248,104,11,2,0,0,151,80,35,0,0,0,365,0
"Providence-Warwick, RI-MA","39300",2013,365,228,126,10,1,0,0,169,71,46,0,2,177,185,1
"Provo-Orem, UT","39340",2013,365,187,137,25,16,0,0,189,105,50,0,61,202,99,3
"Pueblo, CO","39380",2013,127,117,10,0,0,0,0,91,43,22,0,0,0,100,27
"Pullman, WA","39420",2013,365,334,31,0,0,0,0,72,48,23,0,0,0,365,0
"Quincy, IL-MO","39500",2013,303,282,21,0,0,0,0,97,48,37,0,0,303,0,0
"Racine, WI","39540",2013,186,156,30,0,0,0,0,93,58,38,0,0,186,0,0
"Raleigh, NC","39580",2013,365,246,119,0,0,0,0,97,64,44,0,0,140,225,0
"Rapid City, SD","39660",2013,365,236,129,0,0,0,0,94,64,46,0,0,226,45,94
"Reading, PA","39740",2013,365,204,149,12,0,0,0,141,77,48,0,0,157,208,0
"Red Bluff, CA","39780",2013,365,254,100,11,0,0,0,136,74,43,0,0,297,67,1
"Red Wing, MN","39860",2013,213,190,23,0,0,0,0,87,51,40,0,0,213,0,0
"Redding, CA","39820",2013,365,297,66,2,0,0,0,105,64,42,0,0,351,13,1
"Reno, NV","39900",2013,365,151,179,17,4,0,14,895,99,54,0,1,203,107,54
"Richmond, VA","40060",2013,365,284,80,1,0,0,0,150,61,41,0,27,199,139,0
"Richmond-Berea, KY","40080",2013,114,96,18,0,0,0,0,68,53,33,0,0,0,114,0
"Riverside-San Bernardino-Ontario, CA","40140",2013,365,24,183,96,57,3,2,455,164,97,0,7,201,113,44
"Riverton, WY","40180",2013,365,268,97,0,0,0,0,100,61,45,0,0,347,17,1
"Roanoke, VA","40220",2013,364,312,52,0,0,0,0,80,54,38,0,29,156,177,2
"Rochester, MN","40340",2013,365,282,83,0,0,0,0,100,61,39,0,0,169,196,0
"Rochester, NY","40380",2013,365,296,69,0,0,0,0,93,58,38,0,0,251,114,0
"Rock Springs, WY","40540",2013,365,253,109,2,0,0,1,310,67,45,0,4,312,4,45
"Rockford, IL","40420",2013,363,340,23,0,0,0,0,84,48,31,0,0,363,0,0
"Rockland, ME","40500",2013,208,188,15,5,0,0,0,140,50,38,0,0,208,0,0
"Rocky Mount, NC","40580",2013,361,303,57,1,0,0,0,101,54,36,0,0,146,215,0
"Rome, GA","40660",2013,364,166,198,0,0,0,0,95,70,52,0,0,0,364,0
"Roseburg, OR","40700",2013,365,302,63,0,0,0,0,92,59,30,0,0,0,365,0
"Roswell, NM","40740",2013,110,105,4,1,0,0,0,121,38,22,0,0,0,110,0
"Ruidoso, NM","40760",2013,114,112,2,0,0,0,0,52,34,15,0,0,0,114,0
"Rutland, VT","40860",2013,362,272,87,3,0,0,0,128,68,34,1,14,0,347,0
"Sacramento--Roseville--Arden-Arcade, CA","40900",2013,365,108,207,44,6,0,0,161,110,64,0,2,218,142,3
"Salem, OH","41400",2013,61,61,0,0,0,0,0,43,26,17,0,0,0,0,61
"Salem, OR","41420",2013,361,279,77,5,0,0,0,123,64,33,0,0,135,226,0
"Salinas, CA","41500",2013,365,319,46,0,0,0,0,96,52,38,0,4,219,111,31
"Salisbury, MD-DE","41540",2013,365,290,71,4,0,0,0,136,59,40,0,0,282,83,0
"Salt Lake City, UT","41620",2013,365,185,130,42,8,0,0,160,122,50,0,39,221,102,3
"San Antonio-New Braunfels, TX","41700",2013,365,221,127,15,2,0,0,154,77,47,0,2,230,133,0
"San Diego-Carlsbad, CA","41740",2013,365,56,272,35,1,0,1,617,101,66,9,20,152,156,28
"San Francisco-Oakland-Hayward, CA","41860",2013,365,160,196,9,0,0,0,133,80,53,0,17,62,286,0
"San Jose-Sunnyvale-Santa Clara, CA","41940",2013,365,189,164,11,1,0,0,152,84,50,0,0,191,173,1
"San Juan-Carolina-Caguas, PR","41980",2013,365,343,21,1,0,0,0,106,45,28,45,0,31,42,247
"San Luis Obispo-Paso Robles-Arroyo Grande, CA","42020",2013,365,104,247,14,0,0,0,136,90,59,0,0,175,157,33
"Sandpoint, ID","41760",2013,273,271,2,0,0,0,0,79,21,12,0,0,0,0,273
"Sanford, NC","41820",2013,56,56,0,0,0,0,0,41,37,31,0,0,56,0,0
"Santa Cruz-Watsonville, CA","42100",2013,365,280,63,22,0,0,0,149,83,38,0,0,242,123,0
"Santa Fe, NM","42140",2013,365,267,98,0,0,0,0,100,67,44,0,0,351,14,0
"Santa Maria-Santa Barbara, CA","42200",2013,365,240,122,3,0,0,0,122,64,46,0,2,256,103,4
"Santa Rosa, CA","42220",2013,365,291,74,0,0,0,0,85,61,36,0,3,218,142,2
"Sault Ste. Marie, MI","42300",2013,284,258,26,0,0,0,0,84,49,30,0,0,141,143,0
"Savannah, GA","42340",2013,357,279,78,0,0,0,0,90,57,38,0,0,104,253,0
"Sayre, PA","42380",2013,306,304,2,0,0,0,0,64,44,31,0,5,301,0,0
"Scottsbluff, NE","42420",2013,89,87,2,0,0,0,0,56,40,20,0,0,0,89,0
"Scranton--Wilkes-Barre--Hazleton, PA","42540",2013,365,271,92,2,0,0,0,108,64,42,0,10,226,128,1
"Seattle-Tacoma-Bellevue, WA","42660",2013,365,192,165,8,0,0,0,149,79,50,0,0,109,256,0
"Sebastian-Vero Beach, FL","42680",2013,330,302,28,0,0,0,0,93,50,37,0,0,330,0,0
"Sebring, FL","42700",2013,360,336,24,0,0,0,0,84,47,31,0,0,360,0,0
"Seneca, SC","42860",2013,145,144,1,0,0,0,0,67,45,36,0,0,145,0,0
"Sevierville, TN","42940",2013,364,299,65,0,0,0,0,100,58,44,0,0,364,0,0
"Seymour, IN","42980",2013,183,158,24,1,0,0,0,105,58,43,0,0,183,0,0
"Shawnee, OK","43060",2013,230,203,26,1,0,0,0,126,58,39,0,0,230,0,0
"Sheboygan, WI","43100",2013,187,125,52,10,0,0,0,140,87,43,0,0,187,0,0
"Shelton, WA","43220",2013,336,271,65,0,0,0,0,75,57,25,0,0,0,336,0
"Sheridan, WY","43260",2013,365,338,27,0,0,0,0,77,49,39,0,0,246,46,73
"Show Low, AZ","43320",2013,365,246,119,0,0,0,0,100,74,46,0,0,351,0,14
"Shreveport-Bossier City, LA","43340",2013,365,246,115,4,0,0,0,119,68,44,0,0,196,169,0
"Sierra Vista-Douglas, AZ","43420",2013,365,219,139,7,0,0,0,149,77,48,0,0,286,12,67
"Silver City, NM","43500",2013,335,321,14,0,0,0,0,71,48,40,0,0,332,0,3
"Sioux City, IA-NE-SD","43580",2013,365,250,114,1,0,0,0,121,64,43,0,6,132,216,11
"Sioux Falls, SD","43620",2013,365,259,106,0,0,0,0,99,65,43,1,1,232,129,2
"Somerset, KY","43700",2013,285,252,33,0,0,0,0,80,51,40,0,0,207,78,0
"Somerset, PA","43740",2013,318,294,23,1,0,0,0,105,49,35,0,0,318,0,0
"Sonora, CA","43760",2013,364,284,78,2,0,0,0,119,64,43,0,0,364,0,0
"South Bend-Mishawaka, IN-MI","43780",2013,361,167,188,5,1,0,0,154,74,52,0,17,80,264,0
"Spartanburg, SC","43900",2013,356,262,93,1,0,0,0,105,59,41,0,0,132,224,0
"Spokane-Spokane Valley, WA","44060",2013,365,210,152,2,1,0,0,175,71,46,0,0,136,209,20
"Springfield, IL","44100",2013,365,326,39,0,0,0,0,100,51,35,0,0,365,0,0
"Springfield, MA","44140",2013,365,254,105,6,0,0,0,140,67,41,0,8,186,171,0
"Springfield, MO","44180",2013,360,274,86,0,0,0,0,97,58,40,0,0,160,199,1
"Springfield, OH","44220",2013,365,235,124,6,0,0,0,112,67,46,0,0,142,223,0
"St. Cloud, MN","41060",2013,359,312,47,0,0,0,0,83,55,36,0,0,192,167,0
"St. George, UT","41100",2013,365,276,87,2,0,0,0,112,67,44,0,0,357,8,0
"St. Joseph, MO-KS","41140",2013,360,208,149,3,0,0,0,115,70,47,0,0,111,244,5
"St. Louis, MO-IL","41180",2013,365,127,218,18,2,0,0,156,90,56,0,11,118,223,13
"St. Marys, PA","41260",2013,361,332,28,1,0,0,0,105,49,36,0,0,361,0,0
"State College, PA","44300",2013,365,278,85,2,0,0,0,112,62,42,0,2,231,132,0
"Steamboat Springs, CO","44460",2013,349,336,13,0,0,0,0,64,31,15,0,0,0,0,349
"Stockton-Lodi, CA","44700",2013,365,122,210,24,9,0,0,157,99,57,0,0,88,261,16
"Summerville, GA","44900",2013,244,233,11,0,0,0,0,77,46,37,0,0,244,0,0
"Syracuse, NY","45060",2013,365,338,27,0,0,0,0,93,48,34,0,0,341,24,0
"Tahlequah, OK","45140",2013,289,245,43,1,0,0,0,101,64,40,0,0,289,0,0
"Talladega-Sylacauga, AL","45180",2013,114,88,26,0,0,0,0,63,55,38,0,0,0,114,0
"Tallahassee, FL","45220",2013,365,296,66,2,0,1,0,222,58,38,0,0,221,144,0
"Tampa-St. Petersburg-Clearwater, FL","45300",2013,365,254,107,4,0,0,0,122,61,44,0,0,195,170,0
"Taos, NM","45340",2013,359,354,5,0,0,0,0,59,34,15,0,0,0,348,11
"Terre Haute, IN","45460",2013,362,213,149,0,0,0,0,97,67,45,0,0,110,251,1
"Texarkana, TX-AR","45500",2013,57,43,14,0,0,0,0,94,67,38,0,0,0,57,0
"The Dalles, OR","45520",2013,361,322,35,3,1,0,0,174,52,26,0,0,0,361,0
"Toledo, OH","45780",2013,361,248,112,1,0,0,0,108,62,43,0,0,124,237,0
"Topeka, KS","45820",2013,364,310,54,0,0,0,0,93,56,39,0,0,315,45,4
"Torrington, CT","45860",2013,365,285,77,3,0,0,0,150,59,41,1,1,243,120,0
"Traverse City, MI","45900",2013,183,140,42,1,0,0,0,119,71,40,0,0,183,0,0
"Trenton, NJ","45940",2013,365,242,120,3,0,0,0,122,68,43,0,0,222,143,0
"Truckee-Grass Valley, CA","46020",2013,362,207,134,21,0,0,0,140,91,48,0,0,337,25,0
"Tucson, AZ","46060",2013,365,208,149,5,0,2,1,312,80,49,0,3,269,25,68
"Tulsa, OK","46140",2013,365,198,157,10,0,0,0,136,79,49,0,0,189,176,0
"Tupelo, MS","46180",2013,242,223,18,1,0,0,0,101,49,38,0,0,242,0,0
"Tuscaloosa, AL","46220",2013,281,252,29,0,0,0,0,71,52,36,0,0,194,87,0
"Twin Falls, ID","46300",2013,305,292,13,0,0,0,0,86,37,13,0,0,0,305,0
"Tyler, TX","46340",2013,357,306,47,4,0,0,0,126,61,38,0,3,354,0,0
"Ukiah, CA","46380",2013,331,275,56,0,0,0,0,79,59,28,0,0,54,113,164
"Urban Honolulu, HI","46520",2013,365,347,18,0,0,0,0,67,46,30,0,0,141,221,3
"Utica-Rome, NY","46540",2013,365,310,55,0,0,0,0,93,55,37,0,0,257,108,0
"Valdosta, GA","46660",2013,363,286,74,3,0,0,0,118,58,36,0,0,0,363,0
"Vallejo-Fairfield, CA","46700",2013,365,230,124,11,0,0,0,132,73,44,0,3,180,182,0
"Vernal, UT","46860",2013,365,134,167,22,23,19,0,238,164,58,0,3,346,16,0
"Victoria, TX","47020",2013,336,320,16,0,0,0,0,80,46,31,0,0,336,0,0
"Vincennes, IN","47180",2013,350,318,32,0,0,0,0,90,50,36,0,0,350,0,0
"Vineland-Bridgeton, NJ","47220",2013,303,285,18,0,0,0,0,90,49,34,0,0,303,0,0
"Vineyard Haven, MA","47240",2013,317,290,25,2,0,0,0,129,49,36,0,0,291,26,0
"Virginia Beach-Norfolk-Newport News, VA-NC","47260",2013,365,296,66,3,0,0,0,115,57,37,0,30,162,173,0
"Visalia-Porterville, CA","47300",2013,365,61,166,111,26,1,0,201,143,84,0,0,220,145,0
"Wabash, IN","47340",2013,353,309,42,2,0,0,0,105,54,35,0,0,353,0,0
"Waco, TX","47380",2013,361,272,85,4,0,0,0,115,64,41,2,3,251,105,0
"Walla Walla, WA","47460",2013,365,317,46,2,0,0,0,104,54,23,0,0,0,365,0
"Walterboro, SC","47500",2013,334,291,43,0,0,0,0,100,53,33,0,0,122,212,0
"Warner Robins, GA","47580",2013,351,251,100,0,0,0,0,87,59,38,0,0,0,351,0
"Washington Court House, OH","47920",2013,332,304,26,2,0,0,0,108,49,35,0,0,332,0,0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","47900",2013,365,179,174,12,0,0,0,122,77,51,0,39,156,170,0
"Waterloo-Cedar Falls, IA","47940",2013,365,235,127,3,0,0,0,124,62,44,0,0,146,216,3
"Watertown, SD","47980",2013,361,278,83,0,0,0,0,82,59,36,0,0,0,310,51
"Watertown-Fort Atkinson, WI","48020",2013,193,155,35,3,0,0,0,112,64,41,0,0,193,0,0
"Watertown-Fort Drum, NY","48060",2013,361,339,22,0,0,0,0,93,47,34,0,0,361,0,0
"Wausau, WI","48140",2013,203,173,30,0,0,0,0,84,54,39,0,0,203,0,0
"Weirton-Steubenville, WV-OH","48260",2013,365,207,152,6,0,0,0,147,70,47,0,0,122,237,6
"Wenatchee, WA","48300",2013,365,275,90,0,0,0,0,99,65,27,0,0,0,365,0
"Wheeling, WV-OH","48540",2013,365,206,157,2,0,0,0,112,66,48,0,0,75,290,0
"Whitewater-Elkhorn, WI","48580",2013,195,166,28,1,0,0,0,115,61,39,0,0,195,0,0
"Wichita Falls, TX","48660",2013,345,308,37,0,0,0,0,88,52,26,0,0,0,345,0
"Wichita, KS","48620",2013,365,271,86,8,0,0,0,115,71,43,0,26,279,47,13
"Williamsport, PA","48700",2013,361,330,31,0,0,0,0,97,48,34,0,0,358,0,3
"Williston, ND","48780",2013,363,276,86,1,0,0,0,102,59,41,0,0,152,172,39
"Wilmington, NC","48900",2013,359,270,89,0,0,0,0,97,60,40,0,0,125,234,0
"Wilmington, OH","48940",2013,213,184,28,1,0,0,0,122,54,41,0,0,213,0,0
"Winchester, VA-WV","49020",2013,365,282,82,1,0,0,0,115,58,39,0,0,139,226,0
"Winona, MN","49100",2013,120,113,7,0,0,0,0,57,45,22,0,0,0,120,0
"Winston-Salem, NC","49180",2013,365,237,126,2,0,0,0,122,68,45,0,6,135,224,0
"Worcester, MA-CT","49340",2013,365,276,85,4,0,0,0,119,61,41,0,9,234,119,3
"Yakima, WA","49420",2013,365,232,115,14,4,0,0,156,80,40,0,0,0,335,30
"York-Hanover, PA","49620",2013,365,223,136,6,0,0,0,143,74,47,0,3,216,146,0
"Youngstown-Warren-Boardman, OH-PA","49660",2013,365,196,165,4,0,0,0,147,71,49,0,0,126,239,0
"Yuba City, CA","49700",2013,365,205,151,9,0,0,0,126,84,48,0,5,233,126,1
"Yuma, AZ","49740",2013,365,243,112,9,0,0,1,536,77,44,0,0,178,30,157
