"CBSA","CBSA Code","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Mason City, IA","32380",2021,120,118,2,0,0,0,0,56,31,19,0,0,0,0,120
"Mayaguez, PR","32420",2021,334,271,61,2,0,0,0,142,57,30,0,0,139,195,0
"McAlester, OK","32540",2021,360,254,102,4,0,0,0,117,63,43,0,0,172,188,0
"McAllen-Edinburg-Mission, TX","32580",2021,363,233,128,2,0,0,0,108,71,44,0,0,147,216,0
"Medford, OR","32780",2021,365,250,80,6,24,5,0,241,99,42,0,0,96,269,0
"Memphis, TN-MS-AR","32820",2021,365,252,106,7,0,0,0,150,67,44,0,3,198,164,0
"Merced, CA","32900",2021,365,184,148,31,2,0,0,162,100,50,0,0,247,113,5
"Meridian, MS","32940",2021,245,244,1,0,0,0,0,54,42,31,0,0,245,0,0
"Miami, OK","33060",2021,365,152,196,14,3,0,0,164,86,54,0,0,41,316,8
"Miami-Fort Lauderdale-West Palm Beach, FL","33100",2021,365,257,105,3,0,0,0,135,61,44,0,25,123,217,0
"Michigan City-La Porte, IN","33140",2021,365,296,64,5,0,0,0,143,62,37,0,0,332,33,0
"Middlesborough, KY","33180",2021,364,252,110,2,0,0,0,112,64,43,0,0,100,264,0
"Milwaukee-Waukesha-West Allis, WI","33340",2021,365,209,144,12,0,0,0,129,74,47,0,5,191,159,10
"Minneapolis-St. Paul-Bloomington, MN-WI","33460",2021,365,230,127,5,3,0,0,182,77,44,0,12,174,150,29
"Minot, ND","33500",2021,360,303,43,10,4,0,0,167,63,34,0,1,236,123,0
"Missoula, MT","33540",2021,365,183,152,24,6,0,0,159,93,50,0,0,118,247,0
"Mobile, AL","33660",2021,361,270,91,0,0,0,0,81,57,44,0,0,78,283,0
"Modesto, CA","33700",2021,365,136,182,42,5,0,0,172,105,58,0,0,193,157,15
"Monroe, LA","33740",2021,349,330,19,0,0,0,0,87,46,34,0,0,309,40,0
"Monroe, MI","33780",2021,61,57,4,0,0,0,0,77,45,19,0,0,0,0,61
"Montgomery, AL","33860",2021,354,294,60,0,0,0,0,93,55,37,0,0,160,194,0
"Morehead City, NC","33980",2021,352,337,15,0,0,0,0,97,47,35,0,0,352,0,0
"Morgantown, WV","34060",2021,282,241,41,0,0,0,0,80,53,38,0,0,221,61,0
"Morristown, TN","34100",2021,235,199,36,0,0,0,0,100,58,41,0,0,235,0,0
"Moscow, ID","34140",2021,360,321,29,5,5,0,0,184,51,15,0,0,0,360,0
"Moses Lake, WA","34180",2021,365,337,22,1,5,0,0,188,44,19,0,0,0,365,0
"Mount Vernon, IL","34500",2021,364,280,82,2,0,0,0,115,61,40,0,0,152,212,0
"Mount Vernon, OH","34540",2021,245,225,20,0,0,0,0,97,49,38,0,0,245,0,0
"Mount Vernon-Anacortes, WA","34580",2021,314,309,4,1,0,0,0,101,36,23,0,0,97,217,0
"Muncie, IN","34620",2021,362,317,45,0,0,0,0,97,53,36,0,0,313,49,0
"Muscatine, IA","34700",2021,365,290,75,0,0,0,0,88,58,34,0,0,0,363,2
"Muskegon, MI","34740",2021,265,209,48,8,0,0,0,129,71,40,0,0,265,0,0
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","34820",2021,264,238,26,0,0,0,0,90,50,38,0,0,264,0,0
"Napa, CA","34900",2021,140,127,13,0,0,0,0,77,50,38,1,0,101,38,0
"Naples-Immokalee-Marco Island, FL","34940",2021,363,330,33,0,0,0,0,79,50,36,0,0,190,173,0
"Nashville-Davidson--Murfreesboro--Franklin, TN","34980",2021,365,221,139,5,0,0,0,133,67,46,0,19,122,224,0
"New Castle, IN","35220",2021,117,98,19,0,0,0,0,79,57,28,0,0,0,117,0
"New Castle, PA","35260",2021,278,259,19,0,0,0,0,87,47,31,0,0,278,0,0
"New Haven-Milford, CT","35300",2021,365,281,70,12,2,0,0,159,66,40,0,19,204,137,5
"New Orleans-Metairie, LA","35380",2021,365,279,83,3,0,0,0,108,57,42,0,0,176,188,1
"New York-Newark-Jersey City, NY-NJ-PA","35620",2021,365,200,144,18,3,0,0,154,84,49,0,45,151,169,0
"Niles-Benton Harbor, MI","35660",2021,250,209,38,3,0,0,0,129,67,40,0,0,250,0,0
"Nogales, AZ","35700",2021,360,216,142,1,1,0,0,166,70,43,0,0,0,218,142
"North Port-Sarasota-Bradenton, FL","35840",2021,365,316,49,0,0,0,0,93,54,39,0,0,198,167,0
"Norwich-New London, CT","35980",2021,363,311,45,7,0,0,0,129,55,36,0,0,179,184,0
"Ocala, FL","36100",2021,365,320,44,1,0,0,0,101,51,37,0,0,242,123,0
"Odessa, TX","36220",2021,349,316,33,0,0,0,0,89,50,26,0,0,0,349,0
"Ogden-Clearfield, UT","36260",2021,365,207,127,30,1,0,0,156,97,47,0,14,268,78,5
"Oklahoma City, OK","36420",2021,365,176,179,10,0,0,0,140,74,51,0,11,152,200,2
"Olympia-Tumwater, WA","36500",2021,329,324,5,0,0,0,0,58,31,15,0,0,0,329,0
"Omaha-Council Bluffs, NE-IA","36540",2021,365,266,94,5,0,0,0,150,64,42,0,0,195,140,30
"Orlando-Kissimmee-Sanford, FL","36740",2021,365,302,63,0,0,0,0,97,54,39,0,0,241,121,3
"Othello, WA","36830",2021,364,340,17,3,4,0,0,180,34,14,0,0,0,364,0
"Owensboro, KY","36980",2021,365,264,101,0,0,0,0,99,65,42,0,1,154,210,0
"Oxford, NC","37080",2021,242,237,5,0,0,0,0,67,46,38,0,0,242,0,0
"Oxnard-Thousand Oaks-Ventura, CA","37100",2021,365,208,147,10,0,0,0,122,78,48,0,0,278,75,12
"Paducah, KY-IL","37140",2021,365,277,86,2,0,0,0,109,61,40,0,1,158,206,0
"Pahrump, NV","37220",2021,365,336,28,1,0,0,0,105,44,23,0,0,0,0,365
"Palatka, FL","37260",2021,340,340,0,0,0,0,0,46,28,16,0,0,0,0,340
"Palm Bay-Melbourne-Titusville, FL","37340",2021,365,320,45,0,0,0,0,82,52,40,0,0,217,148,0
"Panama City, FL","37460",2021,365,324,41,0,0,0,0,76,51,39,0,0,178,187,0
"Parkersburg-Vienna, WV","37620",2021,271,244,27,0,0,0,0,73,50,36,0,0,203,68,0
"Payson, AZ","37740",2021,365,240,115,8,2,0,0,180,80,45,0,0,345,0,20
"Pensacola-Ferry Pass-Brent, FL","37860",2021,365,290,75,0,0,0,0,76,57,42,0,0,159,206,0
"Peoria, IL","37900",2021,361,251,109,1,0,0,0,101,62,43,0,0,155,206,0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","37980",2021,365,182,168,13,2,0,0,152,79,51,0,22,145,197,1
"Phoenix-Mesa-Scottsdale, AZ","38060",2021,365,11,117,103,61,73,0,272,213,123,0,0,275,23,67
"Pierre, SD","38180",2021,349,334,13,1,0,1,0,244,35,9,0,0,0,349,0
"Pittsburgh, PA","38300",2021,365,164,192,8,1,0,0,153,84,53,0,1,119,245,0
"Pittsfield, MA","38340",2021,365,302,62,1,0,0,0,103,55,37,0,0,187,178,0
"Platteville, WI","38420",2021,355,274,81,0,0,0,0,95,60,35,0,0,0,355,0
"Pocatello, ID","38540",2021,365,261,96,7,1,0,0,154,74,41,0,0,119,153,93
"Ponca City, OK","38620",2021,354,236,109,8,1,0,0,163,68,40,0,0,0,354,0
"Ponce, PR","38660",2021,217,183,30,0,1,2,1,380,60,27,13,0,0,48,156
"Port Angeles, WA","38820",2021,365,347,18,0,0,0,0,78,44,34,0,0,270,95,0
"Port St. Lucie, FL","38940",2021,365,319,46,0,0,0,0,87,52,39,0,0,191,174,0
"Portland-South Portland, ME","38860",2021,365,331,31,3,0,0,0,129,50,36,0,10,317,34,4
"Portland-Vancouver-Hillsboro, OR-WA","38900",2021,365,291,73,0,1,0,0,161,59,37,0,2,223,140,0
"Portsmouth, OH","39020",2021,365,348,17,0,0,0,0,85,36,15,0,0,0,119,246
"Prescott, AZ","39140",2021,331,302,29,0,0,0,0,64,50,44,0,0,331,0,0
"Price, UT","39220",2021,365,270,83,10,2,0,0,154,74,44,0,0,338,27,0
"Prineville, OR","39260",2021,365,309,47,6,3,0,0,180,57,21,0,0,0,365,0
"Providence-Warwick, RI-MA","39300",2021,365,278,83,4,0,0,0,147,60,41,0,8,230,127,0
"Provo-Orem, UT","39340",2021,365,219,129,17,0,0,0,144,85,46,0,12,288,60,5
"Pueblo, CO","39380",2021,220,208,11,1,0,0,0,138,38,21,0,0,0,66,154
"Pullman, WA","39420",2021,365,325,30,5,5,0,0,196,52,16,0,0,0,365,0
"Quincy, IL-MO","39500",2021,242,219,23,0,0,0,0,93,50,40,0,0,242,0,0
"Racine, WI","39540",2021,210,149,53,8,0,0,0,126,80,43,0,0,210,0,0
"Raleigh, NC","39580",2021,365,259,106,0,0,0,0,97,62,43,0,2,196,167,0
"Rapid City, SD","39660",2021,365,234,119,10,2,0,0,191,78,45,0,0,237,33,95
"Reading, PA","39740",2021,365,264,96,5,0,0,0,133,68,42,0,0,199,166,0
"Red Bluff, CA","39780",2021,365,235,94,21,15,0,0,182,100,44,0,0,286,79,0
"Red Wing, MN","39860",2021,216,193,23,0,0,0,0,90,58,39,0,0,216,0,0
"Redding, CA","39820",2021,365,234,99,15,15,2,0,216,93,45,0,0,297,68,0
"Reno, NV","39900",2021,365,198,132,16,16,3,0,291,95,49,0,5,265,91,4
"Richmond, VA","40060",2021,365,279,83,3,0,0,0,112,60,42,0,23,189,153,0
"Riverside-San Bernardino-Ontario, CA","40140",2021,365,26,173,83,69,12,2,487,174,97,0,11,197,113,44
"Riverton, WY","40180",2021,365,253,104,8,0,0,0,141,77,45,0,0,325,37,3
"Roanoke Rapids, NC","40260",2021,363,322,41,0,0,0,0,93,52,26,0,6,0,357,0
"Roanoke, VA","40220",2021,365,302,62,1,0,0,0,106,57,39,0,9,161,195,0
"Rochester, MN","40340",2021,361,301,58,2,0,0,0,125,58,36,0,0,222,139,0
"Rochester, NY","40380",2021,365,300,65,0,0,0,0,100,57,38,0,0,220,145,0
"Rock Springs, WY","40540",2021,365,243,112,9,1,0,0,195,81,45,0,2,295,13,55
"Rockford, IL","40420",2021,360,248,112,0,0,0,0,100,65,43,0,0,164,196,0
"Rockland, ME","40500",2021,211,192,17,2,0,0,0,119,50,35,0,0,211,0,0
"Rocky Mount, NC","40580",2021,363,322,41,0,0,0,0,90,53,36,0,0,211,152,0
"Rome, GA","40660",2021,354,295,57,2,0,0,0,141,57,29,0,0,0,354,0
"Roseburg, OR","40700",2021,365,339,21,3,2,0,0,177,44,22,0,0,0,365,0
"Roswell, NM","40740",2021,121,116,5,0,0,0,0,71,36,18,0,0,0,121,0
"Ruidoso, NM","40760",2021,120,119,1,0,0,0,0,52,26,11,0,0,0,120,0
"Rutland, VT","40860",2021,365,309,55,1,0,0,0,114,55,35,0,0,214,151,0
"Sacramento--Roseville--Arden-Arcade, CA","40900",2021,365,138,169,38,12,5,3,448,126,62,0,0,241,122,2
"Salem, OH","41400",2021,61,61,0,0,0,0,0,35,24,16,0,0,0,0,61
"Salem, OR","41420",2021,363,316,47,0,0,0,0,93,55,33,0,0,144,219,0
"Salinas, CA","41500",2021,365,321,44,0,0,0,0,80,52,37,0,0,239,108,18
"Salisbury, MD-DE","41540",2021,365,321,44,0,0,0,0,100,52,38,0,0,275,90,0
"Salt Lake City, UT","41620",2021,365,173,144,39,9,0,0,177,108,52,0,29,235,88,13
"San Antonio-New Braunfels, TX","41700",2021,365,199,154,12,0,0,0,147,77,48,0,1,164,198,2
"San Diego-Carlsbad, CA","41740",2021,365,98,251,16,0,0,0,133,90,64,0,4,217,141,3
"San Francisco-Oakland-Hayward, CA","41860",2021,365,212,143,9,1,0,0,151,69,46,0,4,175,186,0
"San Jose-Sunnyvale-Santa Clara, CA","41940",2021,365,221,137,7,0,0,0,147,72,46,0,0,200,161,4
"San Juan-Carolina-Caguas, PR","41980",2021,362,233,116,12,1,0,0,151,75,33,43,3,26,225,65
"San Luis Obispo-Paso Robles-Arroyo Grande, CA","42020",2021,365,209,148,8,0,0,0,133,77,48,0,0,246,92,27
"Sandpoint, ID","41760",2021,364,303,51,4,6,0,0,188,58,28,0,0,0,295,69
"Santa Cruz-Watsonville, CA","42100",2021,365,339,26,0,0,0,0,77,47,34,0,0,256,109,0
"Santa Fe, NM","42140",2021,364,280,82,2,0,0,0,113,61,44,0,0,339,25,0
"Santa Maria-Santa Barbara, CA","42200",2021,365,300,64,1,0,0,0,101,55,41,0,0,278,84,3
"Santa Rosa, CA","42220",2021,365,321,44,0,0,0,0,88,52,33,0,0,217,137,11
"Savannah, GA","42340",2021,363,275,87,1,0,0,0,103,59,41,0,0,89,274,0
"Sayre, PA","42380",2021,356,302,53,1,0,0,0,116,56,37,0,1,165,190,0
"Scottsbluff, NE","42420",2021,332,315,17,0,0,0,0,80,42,15,0,0,0,332,0
"Scranton--Wilkes-Barre--Hazleton, PA","42540",2021,356,296,59,1,0,0,0,137,57,38,1,29,194,132,0
"Seattle-Tacoma-Bellevue, WA","42660",2021,365,263,95,5,2,0,0,177,66,43,0,8,227,130,0
"Sebastian-Vero Beach, FL","42680",2021,360,345,15,0,0,0,0,74,47,36,0,0,360,0,0
"Sebring, FL","42700",2021,358,344,14,0,0,0,0,93,46,33,0,0,358,0,0
"Sevierville, TN","42940",2021,363,310,53,0,0,0,0,93,54,42,0,0,363,0,0
"Sheboygan, WI","43100",2021,208,164,39,5,0,0,0,126,74,41,0,0,208,0,0
"Shelton, WA","43220",2021,361,354,7,0,0,0,0,67,32,17,0,0,0,361,0
"Sheridan, WY","43260",2021,364,308,49,7,0,0,0,115,67,39,0,0,316,26,22
"Show Low, AZ","43320",2021,365,293,71,1,0,0,0,101,61,44,0,0,338,1,26
"Shreveport-Bossier City, LA","43340",2021,365,261,104,0,0,0,0,93,62,42,0,0,138,220,7
"Sierra Vista-Douglas, AZ","43420",2021,365,259,104,2,0,0,0,105,60,45,0,0,308,0,57
"Sioux City, IA-NE-SD","43580",2021,303,232,67,2,2,0,0,163,61,41,0,0,186,114,3
"Sioux Falls, SD","43620",2021,349,285,59,3,2,0,0,182,61,36,0,16,230,78,25
"Somerset, KY","43700",2021,361,294,66,1,0,0,0,101,58,39,0,0,147,214,0
"Somerset, PA","43740",2021,363,339,24,0,0,0,0,90,47,34,0,0,363,0,0
"Sonora, CA","43760",2021,360,295,63,2,0,0,0,136,61,41,0,0,360,0,0
"South Bend-Mishawaka, IN-MI","43780",2021,365,224,140,1,0,0,0,112,67,45,0,1,174,190,0
"Spartanburg, SC","43900",2021,354,263,90,1,0,0,0,119,61,41,0,0,184,170,0
"Spokane-Spokane Valley, WA","44060",2021,365,238,109,8,10,0,0,198,78,44,0,0,118,224,23
"Springfield, IL","44100",2021,362,292,70,0,0,0,0,97,57,38,0,0,156,206,0
"Springfield, MA","44140",2021,365,286,77,2,0,0,0,116,58,39,0,3,201,161,0
"Springfield, MO","44180",2021,365,327,38,0,0,0,0,84,51,35,0,0,215,105,45
"Springfield, OH","44220",2021,365,244,121,0,0,0,0,100,65,43,0,0,133,232,0
"St. Cloud, MN","41060",2021,362,289,67,3,2,1,0,228,63,36,0,0,171,191,0
"St. George, UT","41100",2021,365,263,99,2,1,0,0,161,64,45,0,0,354,11,0
"St. Joseph, MO-KS","41140",2021,365,283,79,3,0,0,0,109,58,40,0,0,161,139,65
"St. Louis, MO-IL","41180",2021,365,139,211,13,2,0,0,187,77,55,0,2,94,256,13
"St. Marys, PA","41260",2021,358,340,18,0,0,0,0,87,46,34,0,0,358,0,0
"State College, PA","44300",2021,365,298,66,1,0,0,0,114,60,39,0,0,239,126,0
"Steamboat Springs, CO","44460",2021,354,347,7,0,0,0,0,68,31,15,0,0,0,0,354
"Stockton-Lodi, CA","44700",2021,365,178,171,15,1,0,0,153,84,51,0,0,170,165,30
"Summerville, GA","44900",2021,245,238,7,0,0,0,0,80,45,33,0,0,245,0,0
"Syracuse, NY","45060",2021,365,316,48,1,0,0,0,113,54,37,0,0,274,91,0
"Tallahassee, FL","45220",2021,365,289,76,0,0,0,0,78,55,40,0,0,144,221,0
"Tampa-St. Petersburg-Clearwater, FL","45300",2021,365,266,98,1,0,0,0,129,61,44,0,0,187,176,2
"Taos, NM","45340",2021,323,312,10,1,0,0,0,108,38,21,0,0,0,323,0
"Terre Haute, IN","45460",2021,365,255,110,0,0,0,0,99,64,42,0,0,160,205,0
"Texarkana, TX-AR","45500",2021,357,263,93,1,0,0,0,106,60,40,0,0,0,357,0
"The Dalles, OR","45520",2021,319,305,12,1,1,0,0,160,39,17,0,0,0,319,0
"Toledo, OH","45780",2021,365,278,82,5,0,0,0,122,67,40,0,0,180,185,0
"Topeka, KS","45820",2021,365,263,99,2,1,0,0,151,63,42,0,0,178,181,6
"Torrington, CT","45860",2021,364,320,41,3,0,0,0,142,54,37,1,0,305,58,0
"Traverse City, MI","45900",2021,251,222,29,0,0,0,0,100,51,36,0,0,251,0,0
"Trenton, NJ","45940",2021,365,263,95,7,0,0,0,130,67,42,0,0,202,163,0
"Truckee-Grass Valley, CA","46020",2021,365,221,91,34,15,4,0,288,115,45,0,0,240,125,0
"Tucson, AZ","46060",2021,365,143,208,13,0,0,1,315,85,53,0,0,200,58,107
"Tulsa, OK","46140",2021,365,220,135,8,2,0,0,163,75,47,0,0,193,169,3
"Tupelo, MS","46180",2021,242,232,10,0,0,0,0,64,46,36,0,0,242,0,0
"Tuscaloosa, AL","46220",2021,281,265,16,0,0,0,0,90,46,31,0,0,204,77,0
"Twin Falls, ID","46300",2021,361,314,40,7,0,0,0,144,56,21,0,0,0,361,0
"Tyler, TX","46340",2021,361,333,28,0,0,0,0,100,48,35,0,8,353,0,0
"Ukiah, CA","46380",2021,365,273,84,6,2,0,0,176,65,38,0,0,144,220,1
"Urban Honolulu, HI","46520",2021,365,364,1,0,0,0,0,52,38,26,1,3,306,42,13
"Utica-Rome, NY","46540",2021,347,327,19,1,0,0,0,107,39,19,0,0,0,347,0
"Valdosta, GA","46660",2021,358,293,65,0,0,0,0,84,55,35,0,0,0,358,0
"Vallejo-Fairfield, CA","46700",2021,365,267,95,3,0,0,0,126,62,40,0,1,239,124,1
"Vernal, UT","46860",2021,365,222,135,7,1,0,0,156,84,48,0,0,337,28,0
"Victoria, TX","47020",2021,364,347,17,0,0,0,0,97,46,32,0,0,364,0,0
"Vincennes, IN","47180",2021,360,320,38,2,0,0,0,108,51,36,0,0,360,0,0
"Vineland-Bridgeton, NJ","47220",2021,364,327,35,2,0,0,0,112,51,37,0,5,297,62,0
"Vineyard Haven, MA","47240",2021,356,336,20,0,0,0,0,100,48,36,0,0,345,11,0
"Virginia Beach-Norfolk-Newport News, VA-NC","47260",2021,365,313,52,0,0,0,0,94,53,38,0,25,181,159,0
"Visalia-Porterville, CA","47300",2021,365,78,153,93,39,1,1,537,153,80,0,0,205,151,9
"Wabash, IN","47340",2021,362,327,34,1,0,0,0,101,50,35,0,0,362,0,0
"Waco, TX","47380",2021,364,312,52,0,0,0,0,100,54,37,2,0,281,81,0
"Walla Walla, WA","47460",2021,365,308,48,4,5,0,0,166,60,38,0,0,267,79,19
"Warner Robins, GA","47580",2021,359,273,82,4,0,0,0,111,61,37,0,0,0,359,0
"Washington Court House, OH","47920",2021,360,339,21,0,0,0,0,90,48,36,0,0,360,0,0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","47900",2021,365,225,130,9,1,0,0,153,71,46,0,31,190,144,0
"Waterloo-Cedar Falls, IA","47940",2021,365,277,88,0,0,0,0,96,61,41,0,0,159,206,0
"Watertown, SD","47980",2021,365,266,93,3,2,1,0,247,67,37,0,0,210,113,42
"Watertown-Fort Atkinson, WI","48020",2021,208,178,29,1,0,0,0,101,61,40,0,0,208,0,0
"Watertown-Fort Drum, NY","48060",2021,351,332,19,0,0,0,0,97,46,32,0,0,351,0,0
"Wausau, WI","48140",2021,200,191,9,0,0,0,0,87,49,36,0,0,200,0,0
"Weirton-Steubenville, WV-OH","48260",2021,365,202,160,2,1,0,0,155,72,47,0,0,96,263,6
"Wenatchee, WA","48300",2021,365,324,36,2,3,0,0,184,52,23,0,0,0,365,0
"Wheeling, WV-OH","48540",2021,365,210,154,1,0,0,0,121,71,46,0,7,112,242,4
"Whitewater-Elkhorn, WI","48580",2021,221,184,36,1,0,0,0,101,61,41,0,0,221,0,0
"Wichita, KS","48620",2021,365,218,142,5,0,0,0,147,67,47,0,2,156,178,29
"Williamsport, PA","48700",2021,354,294,59,1,0,0,0,111,57,38,0,0,164,190,0
"Wilmington, NC","48900",2021,360,322,38,0,0,0,0,93,51,34,0,0,168,192,0
"Wilmington, OH","48940",2021,240,209,31,0,0,0,0,84,54,39,0,0,240,0,0
"Winchester, VA-WV","49020",2021,362,282,80,0,0,0,0,98,57,38,0,0,157,205,0
"Winona, MN","49100",2021,116,107,9,0,0,0,0,78,41,18,0,0,0,116,0
"Winston-Salem, NC","49180",2021,365,246,116,3,0,0,0,124,65,44,0,6,170,189,0
"Worcester, MA-CT","49340",2021,365,298,64,3,0,0,0,140,57,39,0,9,212,143,1
"Yakima, WA","49420",2021,365,232,106,12,15,0,0,192,89,40,0,0,0,359,6
"York-Hanover, PA","49620",2021,357,244,111,2,0,0,0,148,67,43,0,7,165,185,0
"Youngstown-Warren-Boardman, OH-PA","49660",2021,365,272,90,3,0,0,0,147,65,41,0,0,203,162,0
"Yuba City, CA","49700",2021,364,165,177,17,5,0,0,169,90,54,0,0,149,214,1
"Yuma, AZ","49740",2021,365,231,128,5,1,0,0,170,71,46,0,0,229,71,65
